sample,population,count,total_count,percentage
sample09329,monocyte,17040,95319,17.88
sample09330,b_cell,12069,91574,13.18
sample09330,cd8_t_cell,27655,91574,30.2
sample09330,cd4_t_cell,23600,91574,25.77
sample09330,nk_cell,7613,91574,8.31
sample09330,monocyte,20637,91574,22.54
sample09331,b_cell,7707,102301,7.53
sample09331,cd8_t_cell,23518,102301,22.99
sample09331,cd4_t_cell,34341,102301,33.57
sample09331,nk_cell,14469,102301,14.14
sample09331,monocyte,22266,102301,21.77
sample09332,b_cell,10205,99604,10.25
sample09332,cd8_t_cell,18712,99604,18.79
sample09332,cd4_t_cell,31678,99604,31.8
sample09332,nk_cell,14258,99604,14.31
sample09332,monocyte,24751,99604,24.85
sample09333,b_cell,11272,102299,11.02
sample09333,cd8_t_cell,32201,102299,31.48
sample09333,cd4_t_cell,22193,102299,21.69
sample09333,nk_cell,15903,102299,15.55
sample09333,monocyte,20730,102299,20.26
sample09334,b_cell,9597,99054,9.69
sample09334,cd8_t_cell,31896,99054,32.2
sample09334,cd4_t_cell,27081,99054,27.34
sample09334,nk_cell,13582,99054,13.71
sample09334,monocyte,16898,99054,17.06
sample09335,b_cell,6864,99347,6.91
sample09335,cd8_t_cell,20109,99347,20.24
sample09335,cd4_t_cell,35507,99347,35.74
sample09335,nk_cell,18990,99347,19.11
sample09335,monocyte,17877,99347,17.99
sample09336,b_cell,9669,106740,9.06
sample09336,cd8_t_cell,39242,106740,36.76
sample09336,cd4_t_cell,26330,106740,24.67
sample09336,nk_cell,12504,106740,11.71
sample09336,monocyte,18995,106740,17.8
sample09337,b_cell,12380,107069,11.56
sample09337,cd8_t_cell,28126,107069,26.27
sample09337,cd4_t_cell,34045,107069,31.8
sample09337,nk_cell,15958,107069,14.9
sample09337,monocyte,16560,107069,15.47
sample09338,b_cell,5823,93248,6.24
sample09338,cd8_t_cell,17253,93248,18.5
sample09338,cd4_t_cell,26990,93248,28.94
sample09338,nk_cell,21787,93248,23.36
sample09338,monocyte,21395,93248,22.94
sample09339,b_cell,10131,90219,11.23
sample09339,cd8_t_cell,21499,90219,23.83
sample09339,cd4_t_cell,26473,90219,29.34
sample09339,nk_cell,17501,90219,19.4
sample09339,monocyte,14615,90219,16.2
sample09340,b_cell,14347,98205,14.61
sample09340,cd8_t_cell,19449,98205,19.8
sample09340,cd4_t_cell,30692,98205,31.25
sample09340,nk_cell,17524,98205,17.84
sample09340,monocyte,16193,98205,16.49
sample09341,b_cell,12837,97726,13.14
sample09341,cd8_t_cell,21956,97726,22.47
sample09341,cd4_t_cell,28339,97726,29.0
sample09341,nk_cell,13529,97726,13.84
sample09341,monocyte,21065,97726,21.56
sample09342,b_cell,14578,102921,14.16
sample09342,cd8_t_cell,31964,102921,31.06
sample09342,cd4_t_cell,22727,102921,22.08
sample09342,nk_cell,18521,102921,18.0
sample09342,monocyte,15131,102921,14.7
sample09343,b_cell,5797,93013,6.23
sample09343,cd8_t_cell,20339,93013,21.87
sample09343,cd4_t_cell,36166,93013,38.88
sample09343,nk_cell,16711,93013,17.97
sample09343,monocyte,14000,93013,15.05
sample09344,b_cell,8341,92600,9.01
sample09344,cd8_t_cell,17932,92600,19.37
sample09344,cd4_t_cell,27098,92600,29.26
sample09344,nk_cell,19241,92600,20.78
sample09344,monocyte,19988,92600,21.59
sample09345,b_cell,8525,111401,7.65
sample09345,cd8_t_cell,32067,111401,28.79
sample09345,cd4_t_cell,41798,111401,37.52
sample09345,nk_cell,14796,111401,13.28
sample09345,monocyte,14215,111401,12.76
sample09346,b_cell,7813,107272,7.28
sample09346,cd8_t_cell,27224,107272,25.38
sample09346,cd4_t_cell,36902,107272,34.4
sample09346,nk_cell,10854,107272,10.12
sample09346,monocyte,24479,107272,22.82
sample09347,b_cell,15463,108152,14.3
sample09347,cd8_t_cell,20070,108152,18.56
sample09347,cd4_t_cell,33744,108152,31.2
sample09347,nk_cell,12560,108152,11.61
sample09347,monocyte,26315,108152,24.33
sample09348,b_cell,3680,96958,3.8
sample09348,cd8_t_cell,29500,96958,30.43
sample09348,cd4_t_cell,31570,96958,32.56
sample09348,nk_cell,12824,96958,13.23
sample09348,monocyte,19384,96958,19.99
sample09349,b_cell,17258,103052,16.75
sample09349,cd8_t_cell,20785,103052,20.17
sample09349,cd4_t_cell,25476,103052,24.72
sample09349,nk_cell,16334,103052,15.85
sample09349,monocyte,23199,103052,22.51
sample09350,b_cell,6128,92756,6.61
sample09350,cd8_t_cell,32180,92756,34.69
sample09350,cd4_t_cell,29117,92756,31.39
sample09350,nk_cell,11308,92756,12.19
sample09350,monocyte,14023,92756,15.12
sample09351,b_cell,4422,90103,4.91
sample09351,cd8_t_cell,19529,90103,21.67
sample09351,cd4_t_cell,25977,90103,28.83
sample09351,nk_cell,16085,90103,17.85
sample09351,monocyte,24090,90103,26.74
sample09352,b_cell,8922,102547,8.7
sample09352,cd8_t_cell,23103,102547,22.53
sample09352,cd4_t_cell,29552,102547,28.82
sample09352,nk_cell,21031,102547,20.51
sample09352,monocyte,19939,102547,19.44
sample09353,b_cell,10322,94962,10.87
sample09353,cd8_t_cell,31542,94962,33.22
sample09353,cd4_t_cell,21397,94962,22.53
sample09353,nk_cell,10621,94962,11.18
sample09353,monocyte,21080,94962,22.2
sample09354,b_cell,6945,93620,7.42
sample09354,cd8_t_cell,21004,93620,22.44
sample09354,cd4_t_cell,27290,93620,29.15
sample09354,nk_cell,18389,93620,19.64
sample09354,monocyte,19992,93620,21.35
sample09355,b_cell,12844,93474,13.74
sample09355,cd8_t_cell,32466,93474,34.73
sample09355,cd4_t_cell,16692,93474,17.86
sample09355,nk_cell,14665,93474,15.69
sample09355,monocyte,16807,93474,17.98
sample09356,b_cell,13298,110624,12.02
sample09356,cd8_t_cell,17313,110624,15.65
sample09356,cd4_t_cell,37799,110624,34.17
sample09356,nk_cell,18141,110624,16.4
sample09356,monocyte,24073,110624,21.76
sample09357,b_cell,9581,102571,9.34
sample09357,cd8_t_cell,24389,102571,23.78
sample09357,cd4_t_cell,26169,102571,25.51
sample09357,nk_cell,17173,102571,16.74
sample09357,monocyte,25259,102571,24.63
sample09358,b_cell,18267,95873,19.05
sample09358,cd8_t_cell,21484,95873,22.41
sample09358,cd4_t_cell,26959,95873,28.12
sample09358,nk_cell,13575,95873,14.16
sample09358,monocyte,15588,95873,16.26
sample09359,b_cell,9005,91576,9.83
sample09359,cd8_t_cell,21892,91576,23.91
sample09359,cd4_t_cell,22419,91576,24.48
sample09359,nk_cell,12895,91576,14.08
sample09359,monocyte,25365,91576,27.7
sample09360,b_cell,7930,93504,8.48
sample09360,cd8_t_cell,33377,93504,35.7
sample09360,cd4_t_cell,29642,93504,31.7
sample09360,nk_cell,5592,93504,5.98
sample09360,monocyte,16963,93504,18.14
sample09361,b_cell,10240,97453,10.51
sample09361,cd8_t_cell,26290,97453,26.98
sample09361,cd4_t_cell,26784,97453,27.48
sample09361,nk_cell,14472,97453,14.85
sample09361,monocyte,19667,97453,20.18
sample09362,b_cell,4994,104355,4.79
sample09362,cd8_t_cell,19578,104355,18.76
sample09362,cd4_t_cell,43454,104355,41.64
sample09362,nk_cell,17259,104355,16.54
sample09362,monocyte,19070,104355,18.27
sample09363,b_cell,8438,87701,9.62
sample09363,cd8_t_cell,27963,87701,31.88
sample09363,cd4_t_cell,25080,87701,28.6
sample09363,nk_cell,10942,87701,12.48
sample09363,monocyte,15278,87701,17.42
sample09364,b_cell,12841,93421,13.75
sample09364,cd8_t_cell,16732,93421,17.91
sample09364,cd4_t_cell,24979,93421,26.74
sample09364,nk_cell,16763,93421,17.94
sample09364,monocyte,22106,93421,23.66
sample09365,b_cell,10136,103759,9.77
sample09365,cd8_t_cell,14223,103759,13.71
sample09365,cd4_t_cell,28267,103759,27.24
sample09365,nk_cell,25652,103759,24.72
sample09365,monocyte,25481,103759,24.56
sample09366,b_cell,8960,106230,8.43
sample09366,cd8_t_cell,28662,106230,26.98
sample09366,cd4_t_cell,26088,106230,24.56
sample09366,nk_cell,20813,106230,19.59
sample09366,monocyte,21707,106230,20.43
sample09367,b_cell,8665,106886,8.11
sample09367,cd8_t_cell,27787,106886,26.0
sample09367,cd4_t_cell,35406,106886,33.13
sample09367,nk_cell,15848,106886,14.83
sample09367,monocyte,19180,106886,17.94
sample09368,b_cell,7806,97053,8.04
sample09368,cd8_t_cell,24586,97053,25.33
sample09368,cd4_t_cell,29760,97053,30.66
sample09368,nk_cell,14343,97053,14.78
sample09368,monocyte,20558,97053,21.18
sample09369,b_cell,9223,101386,9.1
sample09369,cd8_t_cell,21669,101386,21.37
sample09369,cd4_t_cell,31525,101386,31.09
sample09369,nk_cell,19394,101386,19.13
sample09369,monocyte,19575,101386,19.31
sample09370,b_cell,11928,93866,12.71
sample09370,cd8_t_cell,25280,93866,26.93
sample09370,cd4_t_cell,24266,93866,25.85
sample09370,nk_cell,9099,93866,9.69
sample09370,monocyte,23293,93866,24.82
sample09371,b_cell,10008,98167,10.19
sample09371,cd8_t_cell,27943,98167,28.46
sample09371,cd4_t_cell,27049,98167,27.55
sample09371,nk_cell,12497,98167,12.73
sample09371,monocyte,20670,98167,21.06
sample09372,b_cell,12225,102313,11.95
sample09372,cd8_t_cell,27245,102313,26.63
sample09372,cd4_t_cell,24922,102313,24.36
sample09372,nk_cell,16794,102313,16.41
sample09372,monocyte,21127,102313,20.65
sample09373,b_cell,6839,95715,7.15
sample09373,cd8_t_cell,24851,95715,25.96
sample09373,cd4_t_cell,30821,95715,32.2
sample09373,nk_cell,12365,95715,12.92
sample09373,monocyte,20839,95715,21.77
sample09374,b_cell,8838,100238,8.82
sample09374,cd8_t_cell,21826,100238,21.77
sample09374,cd4_t_cell,31568,100238,31.49
sample09374,nk_cell,11675,100238,11.65
sample09374,monocyte,26331,100238,26.27
sample09375,b_cell,16969,98984,17.14
sample09375,cd8_t_cell,20834,98984,21.05
sample09375,cd4_t_cell,31690,98984,32.02
sample09375,nk_cell,13907,98984,14.05
sample09375,monocyte,15584,98984,15.74
sample09376,b_cell,8648,104462,8.28
sample09376,cd8_t_cell,30940,104462,29.62
sample09376,cd4_t_cell,30344,104462,29.05
sample09376,nk_cell,13744,104462,13.16
sample09376,monocyte,20786,104462,19.9
sample09377,b_cell,9923,111287,8.92
sample09377,cd8_t_cell,30416,111287,27.33
sample09377,cd4_t_cell,40166,111287,36.09
sample09377,nk_cell,10183,111287,9.15
sample09377,monocyte,20599,111287,18.51
sample09378,b_cell,9927,101477,9.78
sample09378,cd8_t_cell,23640,101477,23.3
sample09378,cd4_t_cell,31203,101477,30.75
sample09378,nk_cell,12545,101477,12.36
sample09378,monocyte,24162,101477,23.81
sample09379,b_cell,10892,98872,11.02
sample09379,cd8_t_cell,20572,98872,20.81
sample09379,cd4_t_cell,30524,98872,30.87
sample09379,nk_cell,16706,98872,16.9
sample09379,monocyte,20178,98872,20.41
sample09380,b_cell,8296,101569,8.17
sample09380,cd8_t_cell,27511,101569,27.09
sample09380,cd4_t_cell,33746,101569,33.22
sample09380,nk_cell,15430,101569,15.19
sample09380,monocyte,16586,101569,16.33
sample09381,b_cell,6249,100331,6.23
sample09381,cd8_t_cell,31429,100331,31.33
sample09381,cd4_t_cell,28205,100331,28.11
sample09381,nk_cell,11839,100331,11.8
sample09381,monocyte,22609,100331,22.53
sample09382,b_cell,5243,92055,5.7
sample09382,cd8_t_cell,25140,92055,27.31
sample09382,cd4_t_cell,29593,92055,32.15
sample09382,nk_cell,12632,92055,13.72
sample09382,monocyte,19447,92055,21.13
sample09383,b_cell,5381,91306,5.89
sample09383,cd8_t_cell,20341,91306,22.28
sample09383,cd4_t_cell,30760,91306,33.69
sample09383,nk_cell,13458,91306,14.74
sample09383,monocyte,21366,91306,23.4
sample09384,b_cell,7249,103895,6.98
sample09384,cd8_t_cell,32132,103895,30.93
sample09384,cd4_t_cell,28286,103895,27.23
sample09384,nk_cell,12511,103895,12.04
sample09384,monocyte,23717,103895,22.83
sample09385,b_cell,9554,107634,8.88
sample09385,cd8_t_cell,26551,107634,24.67
sample09385,cd4_t_cell,36793,107634,34.18
sample09385,nk_cell,14516,107634,13.49
sample09385,monocyte,20220,107634,18.79
sample09386,b_cell,9176,102555,8.95
sample09386,cd8_t_cell,24691,102555,24.08
sample09386,cd4_t_cell,19113,102555,18.64
sample09386,nk_cell,19431,102555,18.95
sample09386,monocyte,30144,102555,29.39
sample09387,b_cell,7367,93376,7.89
sample09387,cd8_t_cell,18652,93376,19.98
sample09387,cd4_t_cell,37975,93376,40.67
sample09387,nk_cell,12205,93376,13.07
sample09387,monocyte,17177,93376,18.4
sample09388,b_cell,11037,103563,10.66
sample09388,cd8_t_cell,26783,103563,25.86
sample09388,cd4_t_cell,20139,103563,19.45
sample09388,nk_cell,22105,103563,21.34
sample09388,monocyte,23499,103563,22.69
sample09389,b_cell,11661,107114,10.89
sample09389,cd8_t_cell,24241,107114,22.63
sample09389,cd4_t_cell,45347,107114,42.34
sample09389,nk_cell,15069,107114,14.07
sample09389,monocyte,10796,107114,10.08
sample09390,b_cell,15844,97441,16.26
sample09390,cd8_t_cell,20253,97441,20.78
sample09390,cd4_t_cell,27650,97441,28.38
sample09390,nk_cell,13311,97441,13.66
sample09390,monocyte,20383,97441,20.92
sample09391,b_cell,7403,99463,7.44
sample09391,cd8_t_cell,23988,99463,24.12
sample09391,cd4_t_cell,21925,99463,22.04
sample09391,nk_cell,17158,99463,17.25
sample09391,monocyte,28989,99463,29.15
sample09392,b_cell,6979,108674,6.42
sample09392,cd8_t_cell,33750,108674,31.06
sample09392,cd4_t_cell,30882,108674,28.42
sample09392,nk_cell,15248,108674,14.03
sample09392,monocyte,21815,108674,20.07
sample09393,b_cell,11751,92704,12.68
sample09393,cd8_t_cell,23712,92704,25.58
sample09393,cd4_t_cell,22880,92704,24.68
sample09393,nk_cell,19746,92704,21.3
sample09393,monocyte,14615,92704,15.77
sample09394,b_cell,9636,103393,9.32
sample09394,cd8_t_cell,22620,103393,21.88
sample09394,cd4_t_cell,27138,103393,26.25
sample09394,nk_cell,17278,103393,16.71
sample09394,monocyte,26721,103393,25.84
sample09395,b_cell,9315,95935,9.71
sample09395,cd8_t_cell,27818,95935,29.0
sample09395,cd4_t_cell,28457,95935,29.66
sample09395,nk_cell,12976,95935,13.53
sample09395,monocyte,17369,95935,18.1
sample09396,b_cell,11196,95137,11.77
sample09396,cd8_t_cell,24469,95137,25.72
sample09396,cd4_t_cell,29170,95137,30.66
sample09396,nk_cell,10061,95137,10.58
sample09396,monocyte,20241,95137,21.28
sample09397,b_cell,9437,100322,9.41
sample09397,cd8_t_cell,28982,100322,28.89
sample09397,cd4_t_cell,28260,100322,28.17
sample09397,nk_cell,12633,100322,12.59
sample09397,monocyte,21010,100322,20.94
sample09398,b_cell,6712,101543,6.61
sample09398,cd8_t_cell,31479,101543,31.0
sample09398,cd4_t_cell,28189,101543,27.76
sample09398,nk_cell,16878,101543,16.62
sample09398,monocyte,18285,101543,18.01
sample09399,b_cell,15639,101643,15.39
sample09399,cd8_t_cell,25268,101643,24.86
sample09399,cd4_t_cell,34320,101643,33.77
sample09399,nk_cell,13368,101643,13.15
sample09399,monocyte,13048,101643,12.84
sample09400,b_cell,10774,89714,12.01
sample09400,cd8_t_cell,23715,89714,26.43
sample09400,cd4_t_cell,24844,89714,27.69
sample09400,nk_cell,10119,89714,11.28
sample09400,monocyte,20262,89714,22.59
sample09401,b_cell,9963,106921,9.32
sample09401,cd8_t_cell,28712,106921,26.85
sample09401,cd4_t_cell,31474,106921,29.44
sample09401,nk_cell,18922,106921,17.7
sample09401,monocyte,17850,106921,16.69
sample09402,b_cell,4763,89823,5.3
sample09402,cd8_t_cell,22134,89823,24.64
sample09402,cd4_t_cell,21426,89823,23.85
sample09402,nk_cell,18620,89823,20.73
sample09402,monocyte,22880,89823,25.47
sample09403,b_cell,8450,105612,8.0
sample09403,cd8_t_cell,31718,105612,30.03
sample09403,cd4_t_cell,22070,105612,20.9
sample09403,nk_cell,16791,105612,15.9
sample09403,monocyte,26583,105612,25.17
sample09404,b_cell,12919,90283,14.31
sample09404,cd8_t_cell,17234,90283,19.09
sample09404,cd4_t_cell,34806,90283,38.55
sample09404,nk_cell,9173,90283,10.16
sample09404,monocyte,16151,90283,17.89
sample09405,b_cell,6639,104596,6.35
sample09405,cd8_t_cell,29901,104596,28.59
sample09405,cd4_t_cell,31838,104596,30.44
sample09405,nk_cell,14139,104596,13.52
sample09405,monocyte,22079,104596,21.11
sample09406,b_cell,7144,95783,7.46
sample09406,cd8_t_cell,22821,95783,23.83
sample09406,cd4_t_cell,29142,95783,30.43
sample09406,nk_cell,11009,95783,11.49
sample09406,monocyte,25667,95783,26.8
sample09407,b_cell,11871,107213,11.07
sample09407,cd8_t_cell,28589,107213,26.67
sample09407,cd4_t_cell,39838,107213,37.16
sample09407,nk_cell,12266,107213,11.44
sample09407,monocyte,14649,107213,13.66
sample09408,b_cell,12428,90702,13.7
sample09408,cd8_t_cell,18539,90702,20.44
sample09408,cd4_t_cell,29069,90702,32.05
sample09408,nk_cell,15353,90702,16.93
sample09408,monocyte,15313,90702,16.88
sample09409,b_cell,12076,96686,12.49
sample09409,cd8_t_cell,15512,96686,16.04
sample09409,cd4_t_cell,27115,96686,28.04
sample09409,nk_cell,13270,96686,13.72
sample09409,monocyte,28713,96686,29.7
sample09410,b_cell,13306,91243,14.58
sample09410,cd8_t_cell,22483,91243,24.64
sample09410,cd4_t_cell,24212,91243,26.54
sample09410,nk_cell,12389,91243,13.58
sample09410,monocyte,18853,91243,20.66
sample09411,b_cell,14192,106060,13.38
sample09411,cd8_t_cell,25456,106060,24.0
sample09411,cd4_t_cell,34702,106060,32.72
sample09411,nk_cell,8234,106060,7.76
sample09411,monocyte,23476,106060,22.13
sample09412,b_cell,12576,100673,12.49
sample09412,cd8_t_cell,26965,100673,26.78
sample09412,cd4_t_cell,29511,100673,29.31
sample09412,nk_cell,12646,100673,12.56
sample09412,monocyte,18975,100673,18.85
sample09413,b_cell,9312,93804,9.93
sample09413,cd8_t_cell,18352,93804,19.56
sample09413,cd4_t_cell,25794,93804,27.5
sample09413,nk_cell,15820,93804,16.86
sample09413,monocyte,24526,93804,26.15
sample09414,b_cell,11084,95096,11.66
sample09414,cd8_t_cell,23483,95096,24.69
sample09414,cd4_t_cell,33253,95096,34.97
sample09414,nk_cell,8706,95096,9.15
sample09414,monocyte,18570,95096,19.53
sample09415,b_cell,9247,108376,8.53
sample09415,cd8_t_cell,24945,108376,23.02
sample09415,cd4_t_cell,30781,108376,28.4
sample09415,nk_cell,16789,108376,15.49
sample09415,monocyte,26614,108376,24.56
sample09416,b_cell,12222,92668,13.19
sample09416,cd8_t_cell,18607,92668,20.08
sample09416,cd4_t_cell,26810,92668,28.93
sample09416,nk_cell,13579,92668,14.65
sample09416,monocyte,21450,92668,23.15
sample09417,b_cell,8177,97190,8.41
sample09417,cd8_t_cell,25832,97190,26.58
sample09417,cd4_t_cell,29897,97190,30.76
sample09417,nk_cell,12889,97190,13.26
sample09417,monocyte,20395,97190,20.98
sample09418,b_cell,8574,102778,8.34
sample09418,cd8_t_cell,20785,102778,20.22
sample09418,cd4_t_cell,30348,102778,29.53
sample09418,nk_cell,17761,102778,17.28
sample09418,monocyte,25310,102778,24.63
sample09419,b_cell,12195,107218,11.37
sample09419,cd8_t_cell,24948,107218,23.27
sample09419,cd4_t_cell,35179,107218,32.81
sample09419,nk_cell,14655,107218,13.67
sample09419,monocyte,20241,107218,18.88
sample09420,b_cell,11808,107688,10.97
sample09420,cd8_t_cell,27926,107688,25.93
sample09420,cd4_t_cell,27224,107688,25.28
sample09420,nk_cell,21898,107688,20.33
sample09420,monocyte,18832,107688,17.49
sample09421,b_cell,14098,95799,14.72
sample09421,cd8_t_cell,18222,95799,19.02
sample09421,cd4_t_cell,29247,95799,30.53
sample09421,nk_cell,11954,95799,12.48
sample09421,monocyte,22278,95799,23.25
sample09422,b_cell,14813,92730,15.97
sample09422,cd8_t_cell,18873,92730,20.35
sample09422,cd4_t_cell,34391,92730,37.09
sample09422,nk_cell,12312,92730,13.28
sample09422,monocyte,12341,92730,13.31
sample09423,b_cell,15816,110209,14.35
sample09423,cd8_t_cell,30882,110209,28.02
sample09423,cd4_t_cell,31329,110209,28.43
sample09423,nk_cell,9261,110209,8.4
sample09423,monocyte,22921,110209,20.8
sample09424,b_cell,6900,92898,7.43
sample09424,cd8_t_cell,29925,92898,32.21
sample09424,cd4_t_cell,21177,92898,22.8
sample09424,nk_cell,13419,92898,14.44
sample09424,monocyte,21477,92898,23.12
sample09425,b_cell,10383,98026,10.59
sample09425,cd8_t_cell,24011,98026,24.49
sample09425,cd4_t_cell,28077,98026,28.64
sample09425,nk_cell,13737,98026,14.01
sample09425,monocyte,21818,98026,22.26
sample09426,b_cell,12874,107253,12.0
sample09426,cd8_t_cell,25381,107253,23.66
sample09426,cd4_t_cell,36517,107253,34.05
sample09426,nk_cell,10716,107253,9.99
sample09426,monocyte,21765,107253,20.29
sample09427,b_cell,4474,94953,4.71
sample09427,cd8_t_cell,27436,94953,28.89
sample09427,cd4_t_cell,24127,94953,25.41
sample09427,nk_cell,26326,94953,27.73
sample09427,monocyte,12590,94953,13.26
sample09428,b_cell,9467,105924,8.94
sample09428,cd8_t_cell,27810,105924,26.25
sample09428,cd4_t_cell,32906,105924,31.07
sample09428,nk_cell,11308,105924,10.68
sample09428,monocyte,24433,105924,23.07
sample09429,b_cell,4430,90919,4.87
sample09429,cd8_t_cell,19885,90919,21.87
sample09429,cd4_t_cell,26415,90919,29.05
sample09429,nk_cell,13100,90919,14.41
sample09429,monocyte,27089,90919,29.79
sample09430,b_cell,6080,96628,6.29
sample09430,cd8_t_cell,23756,96628,24.59
sample09430,cd4_t_cell,30568,96628,31.63
sample09430,nk_cell,12507,96628,12.94
sample09430,monocyte,23717,96628,24.54
sample09431,b_cell,17801,109166,16.31
sample09431,cd8_t_cell,25486,109166,23.35
sample09431,cd4_t_cell,37066,109166,33.95
sample09431,nk_cell,15161,109166,13.89
sample09431,monocyte,13652,109166,12.51
sample09432,b_cell,9591,93829,10.22
sample09432,cd8_t_cell,21711,93829,23.14
sample09432,cd4_t_cell,28369,93829,30.23
sample09432,nk_cell,14915,93829,15.9
sample09432,monocyte,19243,93829,20.51
sample09433,b_cell,12772,96915,13.18
sample09433,cd8_t_cell,21125,96915,21.8
sample09433,cd4_t_cell,29354,96915,30.29
sample09433,nk_cell,16066,96915,16.58
sample09433,monocyte,17598,96915,18.16
sample09434,b_cell,8111,106134,7.64
sample09434,cd8_t_cell,27006,106134,25.45
sample09434,cd4_t_cell,27919,106134,26.31
sample09434,nk_cell,13049,106134,12.29
sample09434,monocyte,30049,106134,28.31
sample09435,b_cell,4450,98573,4.51
sample09435,cd8_t_cell,34011,98573,34.5
sample09435,cd4_t_cell,28318,98573,28.73
sample09435,nk_cell,10579,98573,10.73
sample09435,monocyte,21215,98573,21.52
sample09436,b_cell,10377,101534,10.22
sample09436,cd8_t_cell,20868,101534,20.55
sample09436,cd4_t_cell,37681,101534,37.11
sample09436,nk_cell,12533,101534,12.34
sample09436,monocyte,20075,101534,19.77
sample09437,b_cell,8085,92655,8.73
sample09437,cd8_t_cell,24237,92655,26.16
sample09437,cd4_t_cell,28300,92655,30.54
sample09437,nk_cell,9992,92655,10.78
sample09437,monocyte,22041,92655,23.79
sample09438,b_cell,9552,111321,8.58
sample09438,cd8_t_cell,32100,111321,28.84
sample09438,cd4_t_cell,36662,111321,32.93
sample09438,nk_cell,17735,111321,15.93
sample09438,monocyte,15272,111321,13.72
sample09439,b_cell,9710,93233,10.41
sample09439,cd8_t_cell,25758,93233,27.63
sample09439,cd4_t_cell,29118,93233,31.23
sample09439,nk_cell,13235,93233,14.2
sample09439,monocyte,15412,93233,16.53
sample09440,b_cell,11289,100807,11.2
sample09440,cd8_t_cell,26415,100807,26.2
sample09440,cd4_t_cell,30540,100807,30.3
sample09440,nk_cell,16168,100807,16.04
sample09440,monocyte,16395,100807,16.26
sample09441,b_cell,4103,105526,3.89
sample09441,cd8_t_cell,32189,105526,30.5
sample09441,cd4_t_cell,26574,105526,25.18
sample09441,nk_cell,25690,105526,24.34
sample09441,monocyte,16970,105526,16.08
sample09442,b_cell,9756,96139,10.15
sample09442,cd8_t_cell,29493,96139,30.68
sample09442,cd4_t_cell,29698,96139,30.89
sample09442,nk_cell,7170,96139,7.46
sample09442,monocyte,20022,96139,20.83
sample09443,b_cell,14713,103353,14.24
sample09443,cd8_t_cell,26294,103353,25.44
sample09443,cd4_t_cell,29870,103353,28.9
sample09443,nk_cell,18400,103353,17.8
sample09443,monocyte,14076,103353,13.62
sample09444,b_cell,7334,107318,6.83
sample09444,cd8_t_cell,28119,107318,26.2
sample09444,cd4_t_cell,28423,107318,26.48
sample09444,nk_cell,15350,107318,14.3
sample09444,monocyte,28092,107318,26.18
sample09445,b_cell,6183,98154,6.3
sample09445,cd8_t_cell,30168,98154,30.74
sample09445,cd4_t_cell,26253,98154,26.75
sample09445,nk_cell,12527,98154,12.76
sample09445,monocyte,23023,98154,23.46
sample09446,b_cell,8252,98421,8.38
sample09446,cd8_t_cell,22955,98421,23.32
sample09446,cd4_t_cell,30477,98421,30.97
sample09446,nk_cell,18637,98421,18.94
sample09446,monocyte,18100,98421,18.39
sample09447,b_cell,8053,95894,8.4
sample09447,cd8_t_cell,24481,95894,25.53
sample09447,cd4_t_cell,25669,95894,26.77
sample09447,nk_cell,15110,95894,15.76
sample09447,monocyte,22581,95894,23.55
sample09448,b_cell,9311,102792,9.06
sample09448,cd8_t_cell,27689,102792,26.94
sample09448,cd4_t_cell,37140,102792,36.13
sample09448,nk_cell,11238,102792,10.93
sample09448,monocyte,17414,102792,16.94
sample09449,b_cell,12723,103081,12.34
sample09449,cd8_t_cell,25519,103081,24.76
sample09449,cd4_t_cell,27379,103081,26.56
sample09449,nk_cell,15934,103081,15.46
sample09449,monocyte,21526,103081,20.88
sample09450,b_cell,5826,94727,6.15
sample09450,cd8_t_cell,26642,94727,28.13
sample09450,cd4_t_cell,35787,94727,37.78
sample09450,nk_cell,10927,94727,11.54
sample09450,monocyte,15545,94727,16.41
sample09451,b_cell,6355,94610,6.72
sample09451,cd8_t_cell,23127,94610,24.44
sample09451,cd4_t_cell,26809,94610,28.34
sample09451,nk_cell,11269,94610,11.91
sample09451,monocyte,27050,94610,28.59
sample09452,b_cell,2690,92876,2.9
sample09452,cd8_t_cell,15107,92876,16.27
sample09452,cd4_t_cell,40918,92876,44.06
sample09452,nk_cell,15273,92876,16.44
sample09452,monocyte,18888,92876,20.34
sample09453,b_cell,12458,95548,13.04
sample09453,cd8_t_cell,28556,95548,29.89
sample09453,cd4_t_cell,26035,95548,27.25
sample09453,nk_cell,11276,95548,11.8
sample09453,monocyte,17223,95548,18.03
sample09454,b_cell,9360,104505,8.96
sample09454,cd8_t_cell,24238,104505,23.19
sample09454,cd4_t_cell,34992,104505,33.48
sample09454,nk_cell,15456,104505,14.79
sample09454,monocyte,20459,104505,19.58
sample09455,b_cell,8204,97179,8.44
sample09455,cd8_t_cell,20094,97179,20.68
sample09455,cd4_t_cell,33923,97179,34.91
sample09455,nk_cell,11719,97179,12.06
sample09455,monocyte,23239,97179,23.91
sample09456,b_cell,10853,98365,11.03
sample09456,cd8_t_cell,24292,98365,24.7
sample09456,cd4_t_cell,35622,98365,36.21
sample09456,nk_cell,7925,98365,8.06
sample09456,monocyte,19673,98365,20.0
sample09457,b_cell,16753,100267,16.71
sample09457,cd8_t_cell,26379,100267,26.31
sample09457,cd4_t_cell,26320,100267,26.25
sample09457,nk_cell,13673,100267,13.64
sample09457,monocyte,17142,100267,17.1
